termID,termName,termDesc,unitName,dataType,measurementScale,relatedTerms,dateSubmitted,dateAccepted,submittedBy
2667,PM15sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2668,PM15sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2669,PM15sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2670,PM15sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2671,PM15sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2672,PM15sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2673,PM15sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2674,PM15sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2675,PM15sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2676,PM15sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2677,PM15sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2678,PM15sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2679,PM15sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2680,PM15sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2681,PM15sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2682,PM15sub50RHconsistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2683,PM15sub50RHconsistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for PM15 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2684,PM15sub50RHconsistencyNAQM,"Quality metric that summarizes when the consistency test for PM15 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2685,PM15sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2686,PM15sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2687,PM15sub50RHfinalQF,"Quality flag indicating whether the PM15 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2688,PM10sub50RHMedian,"Median of particulate matter 10 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2689,PM10sub50RHMinimum,"Minimum particulate matter 10 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2690,PM10sub50RHMaximum,"Maximum particulate matter 10 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2691,PM10sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 10 measured at <50% relative humidity",number,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2692,PM10sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 10 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2693,PM10sub50RHrangeQAQCRpt,"Quality assurance and quality control report for the range test for PM10 at RH <50%, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2694,PM10sub50RHpersistenceQAQCRpt,"Quality assurance and quality control report for the persistence test for PM10 at RH <50%, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2695,PM10sub50RHstepQAQCRpt,"Quality assurance and quality control report for the step test for PM10 at RH <50%, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2696,PM10sub50RHnullQAQCRpt,"Quality assurance and quality control report for the null test for PM10 at RH <50%, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2697,PM10sub50RHgapQAQCRpt,"Quality assurance and quality control report for the gap test for PM10 at RH <50%, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2698,PM10sub50RHconsistencyQAQCRpt,"Quality assurance and quality control report for the consistency test for PM10 at RH <50%, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2699,PM10sub50RHspikeQAQCRpt,"Quality assurance and quality control report for the spike test for PM10 at RH <50%, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2700,PM10sub50RHalphaQAQCRpt,"Quality assurance and quality control report for the alpha quality flag for PM10 at RH <50%, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2701,PM10sub50RHbetaQAQCRpt,"Quality assurance and quality control report for the beta quality flag for PM10 at RH <50%, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))",NA,string,nominal,NULL,2016-05-05,2016-05-06,Josh
2702,PM10sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2703,PM10sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2704,PM10sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2705,PM10sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2706,PM10sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2707,PM10sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2708,PM10sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2709,PM10sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2710,PM10sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2711,PM10sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2712,PM10sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2713,PM10sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2714,PM10sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2715,PM10sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2716,PM10sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2717,PM10sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2718,PM10sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2719,PM10sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2720,PM10sub50RHconsistencyFailQM,"Quality metric that summarizes the failed outcomes of the consistency test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2721,PM10sub50RHconsistencyPassQM,"Quality metric that summarizes the passed outcomes of the consistency test for PM10 at RH <50% over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2722,PM10sub50RHconsistencyNAQM,"Quality metric that summarizes when the consistency test for PM10 at RH <50% could not be run over the averaging period, as a percent",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2723,PM10sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM10 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2724,PM10sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM10 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",percent,real,ratio,NULL,2016-05-05,2016-05-06,Josh
2725,PM10sub50RHfinalQF,"Quality flag indicating whether the PM10 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",NA,"unsigned integer",nominal,NULL,2016-05-05,2016-05-06,Josh
2726,PM4sub50RHMedian,"Median of particulate matter 4 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
2727,PM4sub50RHMinimum,"Minimum particulate matter 4 measured at <50% relative humidity",milligramsPerCubicMeter,real,NULL,NULL,2016-05-05,2016-05-06,Josh
